source1_entity_id	candidate_entity_id	ann_rank
S1-337333581	S2-935211310	4
S1-337333581	S2-106574777	5
S1-337333581	S2-133975481	6
S1-337333581	S3-320916956	7
S1-337333581	S3-543400771	8
S1-337333581	S3-472077224	9
S1-337333581	S2-364385958	10
S1-337333581	S2-37615282	11
S1-337333581	S3-440269022	12
S1-337333581	S3-418223213	13
S1-337333581	S2-388250969	14
S1-337333581	S3-520815640	15
S1-337333581	S3-475504681	16
S1-337333581	S2-119103149	17
S1-337333581	S3-496046409	18
S1-337333581	S3-420339260	19
S1-337333581	S3-315941286	20
S1-341097282	S3-854238995	1
S1-341097282	S3-825933589	2
S1-341097282	S3-467692219	3
S1-341097282	S2-883415772	4
S1-341097282	S2-343746089	5
S1-341097282	S2-750289127	6
S1-341097282	S2-793592218	7
S1-341097282	S2-143347434	8
S1-341097282	S3-418492262	9
S1-341097282	S3-105912087	10
S1-341097282	S3-397860666	11
S1-341097282	S3-964413164	12
S1-341097282	S3-88068506	13
S1-341097282	S2-769550097	14
S1-341097282	S3-455375963	15
S1-341097282	S2-286290411	16
S1-341097282	S3-994237544	17
S1-341097282	S2-849559562	18
S1-341097282	S2-592409941	19
S1-341097282	S3-663381801	20
S1-206286193	S3-438668798	1
S1-206286193	S2-762179881	2
S1-206286193	S3-963388262	3
S1-206286193	S3-654606133	4
S1-206286193	S3-263209224	5
S1-206286193	S2-710444716	6
S1-206286193	S3-969914821	7
S1-206286193	S3-338346898	8
S1-206286193	S3-41834791	9
S1-206286193	S2-398920178	10
S1-206286193	S3-478949057	11
S1-206286193	S3-523065403	12
S1-206286193	S3-525291314	13
S1-206286193	S2-646301659	14
S1-206286193	S2-111709069	15
S1-206286193	S2-963219421	16
S1-206286193	S3-222859176	17
S1-206286193	S2-606380276	18
S1-206286193	S3-432937660	19
S1-206286193	S3-145038401	20
S1-740212604	S3-726787553	1
S1-740212604	S2-420998751	2
S1-740212604	S3-957757138	3
S1-740212604	S2-17758290	4
S1-740212604	S3-700160771	5
S1-740212604	S2-617069090	6
S1-740212604	S3-841458156	7
S1-740212604	S3-136938950	8
S1-740212604	S3-953360747	9
S1-740212604	S2-73392792	10
S1-740212604	S3-251607580	11
S1-740212604	S3-874258363	12
S1-740212604	S2-693608067	13
S1-740212604	S3-295939973	14
S1-740212604	S3-159875111	15
S1-740212604	S3-413039017	16
S1-740212604	S2-411801945	17
S1-740212604	S3-415736526	18
S1-740212604	S3-959013408	19
S1-740212604	S2-838872927	20
S1-725624964	S2-608777173	1
S1-725624964	S2-870203725	2
S1-725624964	S2-982900218	3
S1-725624964	S3-628582455	4
S1-725624964	S2-960027301	5
S1-725624964	S3-308825011	6
S1-725624964	S2-693122055	7
S1-725624964	S2-14570325	8
S1-725624964	S2-812250529	9
S1-725624964	S3-527121748	10
S1-725624964	S3-955399721	11
S1-725624964	S3-971555158	12
S1-725624964	S3-650312594	13
S1-725624964	S2-677165702	14
S1-725624964	S2-695045355	15
S1-725624964	S3-612389024	16
S1-725624964	S2-898653362	17
S1-725624964	S3-213902106	18
S1-725624964	S3-282525208	19
S1-725624964	S2-278083341	20
S1-858827076	S2-395612540	1
S1-858827076	S2-220379526	2
S1-858827076	S3-256643598	3
S1-858827076	S2-207391847	4
S1-858827076	S3-956762829	5
S1-858827076	S2-471384316	6
S1-858827076	S3-478949057	7
S1-858827076	S2-899221547	8
S1-858827076	S3-432937660	9
S1-858827076	S2-582671141	10
S1-858827076	S2-750049143	11
S1-858827076	S2-710444716	12
S1-858827076	S2-917906466	13
S1-858827076	S3-525083321	14
S1-858827076	S3-483036467	15
S1-858827076	S2-963219421	16
S1-858827076	S3-41834791	17
S1-858827076	S2-205038831	18
S1-858827076	S2-930059235	19
S1-858827076	S2-398920178	20
S1-845942312	S2-981905440	1
S1-845942312	S3-809360202	2
S1-845942312	S3-152120854	3
S1-845942312	S2-134825219	4
S1-845942312	S3-136894088	5
S1-845942312	S2-252800521	6
S1-845942312	S3-36433644	7
S1-845942312	S2-85252151	8
S1-845942312	S2-570637444	9
S1-845942312	S3-796799241	10
S1-845942312	S3-499253159	11
S1-845942312	S3-305009419	12
S1-845942312	S3-75119855	13
S1-845942312	S2-550338784	14
S1-845942312	S3-970562778	15
S1-845942312	S2-757287755	16
S1-845942312	S2-249012787	17
S1-845942312	S2-767165152	18
S1-845942312	S3-691996824	19
S1-845942312	S2-270328998	20
S1-160458458	S3-79919505	1
S1-160458458	S3-216216614	2
S1-160458458	S3-865690815	3
S1-160458458	S3-654975741	4
S1-160458458	S2-338488394	5
S1-160458458	S2-924725372	6
S1-160458458	S3-355764205	7
S1-160458458	S3-794437335	8
S1-160458458	S3-129910373	9
S1-160458458	S3-133520149	10
S1-160458458	S2-71166839	11
S1-160458458	S3-372671807	12
S1-160458458	S3-938964047	13
S1-160458458	S3-78323997	14
S1-160458458	S3-454308937	15
S1-160458458	S3-302341793	16
S1-160458458	S2-458071632	17
S1-160458458	S3-995201363	18
S1-160458458	S3-65890301	19
S1-160458458	S2-206874586	20
S1-10092319	S2-304368900	1
S1-10092319	S3-693934269	2
S1-10092319	S2-626515634	3
S1-10092319	S3-246983425	4
S1-10092319	S2-431537309	5
S1-10092319	S3-706514846	6
S1-10092319	S2-466257393	7
S1-10092319	S2-344097293	8
S1-10092319	S2-143447258	9
S1-10092319	S2-543377436	10
S1-10092319	S3-573114822	11
S1-10092319	S2-91953644	12
S1-10092319	S2-668881721	13
S1-10092319	S2-220175536	14
S1-10092319	S3-689401927	15
S1-10092319	S3-840224213	16
S1-10092319	S3-14825554	17
S1-10092319	S2-401653837	18
S1-10092319	S3-220384672	19
S1-10092319	S2-381187129	20
S1-434518777	S2-984400939	1
S1-434518777	S3-809753616	2
S1-434518777	S2-537406653	3
S1-434518777	S2-543162698	4
S1-434518777	S3-390322356	5
S1-434518777	S2-875939502	6
S1-434518777	S2-285178889	7
S1-434518777	S2-622638225	8
S1-434518777	S2-277011519	9
S1-434518777	S3-849780283	10
S1-434518777	S2-942773589	11
S1-434518777	S2-818886454	12
S1-434518777	S2-558183213	13
S1-434518777	S2-676150921	14
S1-434518777	S3-758159901	15
S1-434518777	S2-430541226	16
S1-434518777	S2-321816304	17
S1-434518777	S2-162877261	18
S1-434518777	S2-830706996	19
S1-434518777	S2-273740660	20
S1-429312208	S2-51571569	1
S1-429312208	S3-886369860	2
S1-429312208	S3-902571451	3
S1-429312208	S3-856888189	4
S1-429312208	S2-521732230	5
S1-429312208	S3-594718326	6
S1-429312208	S2-149547987	7
S1-429312208	S3-982772350	8
S1-429312208	S2-271973048	9
S1-429312208	S2-8746641	10
S1-429312208	S3-794263849	11
S1-429312208	S3-963547830	12
S1-429312208	S2-949367180	13
S1-429312208	S2-128651371	14
S1-429312208	S2-965968639	15
S1-429312208	S2-523745602	16
S1-429312208	S2-100089661	17
S1-429312208	S2-527120939	18
S1-429312208	S3-219788177	19
S1-429312208	S2-140310349	20
S1-768161501	S2-573981337	1
S1-768161501	S3-106780901	2
S1-768161501	S2-360632696	3
S1-768161501	S3-962354733	4
S1-768161501	S3-377599916	5
S1-768161501	S2-549100491	6
S1-768161501	S2-90046968	7
S1-768161501	S2-69509563	8
S1-768161501	S2-612709116	9
S1-768161501	S2-677101539	10
S1-768161501	S2-650989720	11
S1-768161501	S3-518188367	12
S1-768161501	S2-314046450	13
S1-768161501	S3-446439298	14
S1-768161501	S3-947352960	15
S1-768161501	S3-29334287	16
S1-768161501	S2-220261704	17
S1-768161501	S3-9125425	18
S1-768161501	S3-709481718	19
S1-768161501	S2-830254578	20
S1-345572634	S3-908933433	1
S1-345572634	S3-610235425	2
S1-345572634	S3-399196593	3
S1-345572634	S2-248400933	4
S1-345572634	S2-232689558	5
S1-345572634	S3-798542141	6
S1-345572634	S3-567288573	7
S1-345572634	S2-764054080	8
S1-345572634	S3-853276740	9
S1-345572634	S3-806536673	10
S1-345572634	S3-712556171	11
S1-345572634	S3-416572598	12
S1-345572634	S2-121550883	13
S1-345572634	S2-405746479	14
S1-345572634	S3-356495775	15
S1-345572634	S2-558088510	16
S1-345572634	S2-597516447	17
S1-345572634	S2-225798473	18
S1-345572634	S2-789538108	19
S1-345572634	S2-400240587	20
S1-786422330	S3-67504906	1
S1-786422330	S3-9971669	2
S1-786422330	S2-900181412	3
S1-786422330	S2-205241268	4
S1-786422330	S2-273018349	5
S1-786422330	S2-290156125	6
S1-786422330	S3-703318681	7
S1-786422330	S2-552322794	8
S1-786422330	S3-467277990	9
S1-786422330	S3-374183265	10
S1-786422330	S2-433292133	11
S1-786422330	S3-623750751	12
S1-786422330	S3-963478562	13
S1-786422330	S2-361489858	14
S1-786422330	S3-107670339	15
S1-786422330	S2-822350009	16
S1-786422330	S3-307941405	17
S1-786422330	S2-396601800	18
S1-786422330	S2-573092890	19
S1-786422330	S2-317078775	20
S1-147812030	S3-856308574	1
S1-147812030	S3-979957280	2
S1-147812030	S3-839474938	3
S1-147812030	S3-261380894	4
S1-147812030	S2-551615198	5
S1-147812030	S2-167724387	6
S1-147812030	S2-374570855	7
S1-147812030	S2-169598263	8
S1-147812030	S2-565810052	9
S1-147812030	S2-832306207	10
S1-147812030	S3-121750	11
S1-147812030	S3-650663870	12
S1-147812030	S3-740203932	13
S1-147812030	S3-915000756	14
S1-147812030	S3-263822734	15
S1-147812030	S3-566530366	16
S1-147812030	S2-868198344	17
S1-147812030	S2-923562456	18
S1-147812030	S3-40365268	19
S1-147812030	S2-899511170	20
S1-908540335	S2-961059116	1
S1-908540335	S3-997591017	2
S1-908540335	S3-568722701	3
S1-908540335	S2-914697691	4
S1-908540335	S3-193767949	5
S1-908540335	S2-804818360	6
S1-908540335	S3-815125209	7
S1-908540335	S2-449298823	8
S1-908540335	S3-844705606	9
S1-908540335	S3-175613117	10
S1-908540335	S3-795675035	11
S1-908540335	S2-466371139	12
S1-908540335	S3-527436933	13
S1-908540335	S3-841230519	14
S1-908540335	S3-886678668	15
S1-908540335	S2-926802679	16
S1-908540335	S2-980131804	17
S1-908540335	S3-958216656	18
S1-908540335	S2-666507186	19
S1-908540335	S3-320896446	20
S1-665534311	S3-383215255	1
S1-665534311	S3-810735262	2
S1-665534311	S3-212280743	3
S1-665534311	S2-392710896	4
S1-665534311	S2-94128188	5
S1-665534311	S2-866267219	6
S1-665534311	S2-550606525	7
S1-665534311	S2-698627392	8
S1-665534311	S3-990433581	9
S1-665534311	S2-934895376	10
S1-665534311	S3-903090923	11
S1-665534311	S2-687078995	12
S1-665534311	S3-407726699	13
S1-665534311	S3-405560903	14
S1-665534311	S3-255810976	15
S1-665534311	S2-427085054	16
S1-665534311	S3-553416833	17
S1-665534311	S3-3962323	18
S1-665534311	S2-918834249	19
S1-665534311	S2-680712252	20
S1-510104716	S2-533280675	1
S1-510104716	S2-859923729	2
S1-510104716	S3-441653673	3
S1-510104716	S3-652032648	4
S1-510104716	S2-601540189	5
S1-510104716	S2-275329389	6
S1-510104716	S2-299186210	7
S1-510104716	S3-778346003	8
S1-510104716	S2-774354912	9
S1-510104716	S3-819309929	10
S1-510104716	S2-471760769	11
S1-510104716	S3-350690610	12
S1-510104716	S3-570405626	13
S1-510104716	S3-921918903	14
S1-510104716	S3-464609095	15
S1-510104716	S3-106419401	16
S1-510104716	S3-25225299	17
S1-510104716	S3-98881436	18
S1-510104716	S3-704527894	19
S1-510104716	S2-489538169	20
S1-996966377	S3-639077389	1
S1-996966377	S2-641682102	2
S1-996966377	S3-620558804	3
S1-996966377	S2-928042300	4
S1-996966377	S2-592031925	5
S1-996966377	S3-267341845	6
S1-996966377	S2-133054064	7
S1-996966377	S2-431266934	8
S1-996966377	S3-431636143	9
S1-996966377	S3-899145206	10
S1-996966377	S2-34317891	11
S1-996966377	S3-573230251	12
S1-996966377	S3-203243318	13
S1-996966377	S3-519788390	14
S1-996966377	S3-616504851	15
S1-996966377	S2-42436816	16
S1-996966377	S2-878012850	17
S1-996966377	S2-501205920	18
S1-996966377	S3-256208237	19
S1-996966377	S3-122381472	20
S1-734491724	S3-67128727	1
S1-734491724	S2-821386903	2
S1-734491724	S2-663609490	3
S1-734491724	S2-230186117	4
S1-734491724	S3-31606753	5
S1-734491724	S2-894973763	6
S1-734491724	S2-884211805	7
S1-734491724	S2-923439471	8
S1-734491724	S2-141110110	9
S1-734491724	S2-610990808	10
S1-734491724	S3-885940027	11
S1-734491724	S2-798558008	12
S1-734491724	S2-383129184	13
S1-734491724	S3-431778073	14
S1-734491724	S2-407404561	15
S1-734491724	S2-484388762	16
S1-734491724	S2-763082003	17
S1-734491724	S2-833754741	18
S1-734491724	S2-983788258	19
S1-734491724	S3-793854826	20
S1-418041254	S3-749850265	1
S1-418041254	S2-978844901	2
S1-418041254	S2-521213362	3
S1-418041254	S3-431950810	4
S1-418041254	S3-362855685	5
S1-418041254	S3-654342302	6
S1-418041254	S2-393885026	7
S1-418041254	S2-939734996	8
S1-418041254	S2-422951468	9
S1-418041254	S2-994357794	10
S1-418041254	S3-149791256	11
S1-418041254	S2-77703469	12
S1-418041254	S3-41565526	13
S1-418041254	S2-852466708	14
S1-418041254	S3-786644709	15
S1-418041254	S2-960058165	16
S1-418041254	S3-766625198	17
S1-418041254	S3-232827331	18
S1-418041254	S3-640579636	19
S1-418041254	S3-661521991	20
S1-234472071	S3-143928971	1
S1-234472071	S2-558404608	2
S1-234472071	S2-216446358	3
S1-234472071	S3-855535852	4
S1-234472071	S3-557866095	5
S1-234472071	S2-348376286	6
S1-234472071	S2-679442917	7
S1-234472071	S3-411131857	8
S1-234472071	S3-230439142	9
S1-234472071	S2-116297250	10
S1-234472071	S3-548585038	11
S1-234472071	S2-397383423	12
S1-234472071	S2-960435274	13
S1-234472071	S2-265949372	14
S1-234472071	S2-285104845	15
S1-234472071	S3-459323717	16
S1-234472071	S2-691409734	17
S1-234472071	S3-189110145	18
S1-234472071	S3-70519619	19
S1-234472071	S2-696477899	20
S1-87632283	S3-52554613	1
S1-87632283	S2-459154053	2
S1-87632283	S3-850297485	3
S1-87632283	S2-109455029	4
S1-87632283	S2-295272751	5
S1-87632283	S3-114422265	6
S1-87632283	S2-281884964	7
S1-87632283	S2-932244290	8
S1-87632283	S2-643349774	9
S1-87632283	S2-760776188	10
S1-87632283	S3-913378541	11
S1-87632283	S3-280452716	12
S1-87632283	S2-70385785	13
S1-87632283	S3-819765652	14
S1-87632283	S3-911823578	15
S1-87632283	S2-73414329	16
S1-87632283	S2-942132123	17
S1-87632283	S3-645950137	18
S1-87632283	S3-871879336	19
S1-87632283	S2-794853742	20
S1-367231027	S3-976756667	1
S1-367231027	S3-830773572	2
S1-367231027	S2-962095853	3
S1-367231027	S2-360759493	4
S1-367231027	S3-991516836	5
S1-367231027	S2-929146036	6
S1-367231027	S3-296806448	7
S1-367231027	S3-482136647	8
S1-367231027	S3-347396519	9
S1-367231027	S3-236585562	10
S1-367231027	S3-567647083	11
S1-367231027	S3-927077081	12
S1-367231027	S2-283249890	13
S1-367231027	S2-564903928	14
S1-367231027	S2-682968569	15
S1-367231027	S3-982470585	16
S1-367231027	S3-854026741	17
S1-367231027	S3-884417957	18
S1-367231027	S3-87563285	19
S1-367231027	S2-192144189	20
S1-807846704	S2-680948357	1
S1-807846704	S2-308557227	2
S1-807846704	S3-574022960	3
S1-807846704	S3-259942661	4
S1-807846704	S2-884570279	5
S1-807846704	S3-447569907	6
S1-807846704	S3-952357285	7
S1-807846704	S2-213050756	8
S1-807846704	S2-687713425	9
S1-807846704	S2-617773654	10
S1-807846704	S3-182630344	11
S1-807846704	S2-875135925	12
S1-807846704	S3-941579783	13
S1-807846704	S3-121259634	14
S1-807846704	S3-35249397	15
S1-807846704	S2-737182195	16
S1-807846704	S3-244473003	17
S1-807846704	S2-870821337	18
S1-807846704	S3-388998209	19
S1-807846704	S2-355337122	20
S1-390496883	S2-914777518	1
S1-390496883	S3-987539358	2
S1-390496883	S3-578249112	3
S1-390496883	S2-866497917	4
S1-390496883	S3-133884549	5
S1-390496883	S3-870887160	6
S1-390496883	S3-200980092	7
S1-390496883	S3-188915954	8
S1-390496883	S2-115146330	9
S1-390496883	S3-101367844	10
S1-390496883	S3-643001634	11
S1-390496883	S2-445740040	12
S1-390496883	S2-959427415	13
S1-390496883	S2-212040546	14
S1-390496883	S3-575323207	15
S1-390496883	S2-430907646	16
S1-390496883	S3-773346056	17
S1-390496883	S2-170200932	18
S1-390496883	S3-825539800	19
S1-390496883	S2-283249890	20
S1-540270259	S2-952611042	1
S1-540270259	S3-872067574	2
S1-540270259	S2-608109236	3
S1-540270259	S2-20059356	4
S1-540270259	S3-925324948	5
S1-540270259	S3-904215573	6
S1-540270259	S2-162434121	7
S1-540270259	S3-965578558	8
S1-540270259	S2-178277614	9
S1-540270259	S2-172270636	10
S1-540270259	S2-97787033	11
S1-540270259	S2-874738843	12
S1-540270259	S2-489380965	13
S1-540270259	S3-702583789	14
S1-540270259	S2-240824457	15
S1-540270259	S2-483693464	16
S1-540270259	S2-660295885	17
S1-540270259	S2-634015030	18
S1-540270259	S3-291303066	19
S1-540270259	S2-142075922	20
S1-438417025	S2-384109249	1
S1-438417025	S3-890893554	2
S1-438417025	S3-577216469	3
S1-438417025	S3-733116632	4
S1-438417025	S3-163197989	5
S1-438417025	S3-989834253	6
S1-438417025	S2-415339378	7
S1-438417025	S3-448273115	8
S1-438417025	S3-691238819	9
S1-438417025	S3-796075199	10
S1-438417025	S3-524727299	11
S1-438417025	S3-411401224	12
S1-438417025	S3-918112672	13
S1-438417025	S2-322817000	14
S1-438417025	S2-974539274	15
S1-438417025	S2-965345196	16
S1-438417025	S2-690460875	17
S1-438417025	S2-825604321	18
S1-438417025	S3-193396287	19
S1-438417025	S2-77007438	20
S1-54918117	S3-138257740	1
S1-54918117	S3-254035959	2
S1-54918117	S2-626967195	3
S1-54918117	S3-458126061	4
S1-54918117	S2-98402510	5
S1-54918117	S3-949192562	6
S1-54918117	S3-691363960	7
S1-54918117	S2-179871223	8
S1-54918117	S2-637785728	9
S1-54918117	S3-698595632	10
S1-54918117	S2-965923011	11
S1-54918117	S2-638013019	12
S1-54918117	S2-363582508	13
S1-54918117	S3-621895053	14
S1-54918117	S3-538364721	15
S1-54918117	S3-793240728	16
S1-54918117	S3-422896957	17
S1-54918117	S3-927527866	18
S1-54918117	S2-558978413	19
S1-54918117	S3-74335881	20
S1-837437279	S3-182531873	1
S1-837437279	S3-962734580	2
S1-837437279	S3-645105583	3
S1-837437279	S2-59588193	4
S1-837437279	S2-481796744	5
S1-837437279	S2-390691283	6
S1-837437279	S3-846401725	7
S1-837437279	S3-777346378	8
S1-837437279	S3-162369270	9
S1-837437279	S3-151366086	10
S1-837437279	S2-851419835	11
S1-837437279	S3-68197767	12
S1-837437279	S3-95266285	13
S1-837437279	S2-869471642	14
S1-837437279	S2-734367861	15
S1-837437279	S3-199047491	16
S1-837437279	S3-841858832	17
S1-837437279	S2-694926847	18
S1-837437279	S3-484823512	19
S1-837437279	S2-824727294	20
S1-962756518	S2-369793877	1
S1-962756518	S3-780417104	2
S1-962756518	S3-266443005	3
S1-962756518	S3-407430198	4
S1-962756518	S3-646446124	5
S1-962756518	S2-79576317	6
S1-962756518	S2-370936750	7
S1-962756518	S3-918591347	8
S1-962756518	S3-356486686	9
S1-962756518	S2-454548883	10
S1-962756518	S2-576230590	11
S1-962756518	S2-91933930	12
S1-962756518	S2-985941950	13
S1-962756518	S2-167292514	14
S1-962756518	S2-985796147	15
S1-962756518	S2-390806301	16
S1-962756518	S2-414728374	17
S1-962756518	S2-927863216	18
S1-962756518	S3-471883901	19
S1-962756518	S2-788484875	20
S1-447115949	S3-540145146	1
S1-447115949	S3-85311066	2
S1-447115949	S2-122612997	3
S1-447115949	S2-514214943	4
S1-447115949	S2-888289814	5
S1-447115949	S2-552454924	6
S1-447115949	S2-967477219	7
S1-447115949	S2-231265728	8
S1-447115949	S2-919895960	9
S1-447115949	S2-633159381	10
S1-447115949	S3-136340895	11
S1-447115949	S3-849486951	12
S1-447115949	S3-895248383	13
S1-447115949	S3-634292115	14
S1-447115949	S2-975445627	15
S1-447115949	S2-334861484	16
S1-447115949	S2-856313163	17
S1-447115949	S2-230823763	18
S1-447115949	S3-542076946	19
S1-447115949	S2-77969437	20
S1-361130212	S3-118900462	1
S1-361130212	S3-352671023	2
S1-361130212	S2-309573501	3
S1-361130212	S3-778346067	4
S1-361130212	S2-226441556	5
S1-361130212	S3-951837651	6
S1-361130212	S3-544403887	7
S1-361130212	S3-46984290	8
S1-361130212	S2-456946272	9
S1-361130212	S3-534382307	10
S1-361130212	S2-430601844	11
S1-361130212	S2-346821440	12
S1-361130212	S2-445229762	13
S1-361130212	S2-770795213	14
S1-361130212	S3-675772315	15
S1-361130212	S2-778181047	16
S1-361130212	S3-579338383	17
S1-361130212	S2-29662751	18
S1-361130212	S2-821479159	19
S1-361130212	S3-159066517	20
S1-405544735	S2-259107219	1
S1-405544735	S2-495426490	2
S1-405544735	S2-474064475	3
S1-405544735	S2-582371029	4
S1-405544735	S3-246480970	5
S1-405544735	S3-743906858	6
S1-405544735	S2-205507688	7
S1-405544735	S2-891920048	8
S1-405544735	S2-39455463	9
S1-405544735	S2-361504409	10
S1-405544735	S3-42955533	11
S1-405544735	S3-643902234	12
S1-405544735	S3-916961023	13
S1-405544735	S3-777883651	14
S1-405544735	S3-310355982	15
S1-405544735	S2-199946503	16
S1-405544735	S2-778357162	17
S1-405544735	S3-464109723	18
S1-405544735	S3-986048000	19
S1-405544735	S2-174515045	20
S1-218419423	S2-411124139	1
S1-218419423	S2-933314273	2
S1-218419423	S3-797149487	3
S1-218419423	S3-625791600	4
S1-218419423	S2-345352427	5
S1-218419423	S2-265758224	6
S1-218419423	S2-176348875	7
S1-218419423	S3-7676898	8
S1-218419423	S3-927157815	9
S1-218419423	S2-486459373	10
S1-218419423	S2-574896808	11
S1-218419423	S2-546820459	12
S1-218419423	S2-406898736	13
S1-218419423	S3-652644777	14
S1-218419423	S2-427080600	15
S1-218419423	S2-338488394	16
S1-218419423	S3-828908134	17
S1-218419423	S3-811146577	18
S1-218419423	S3-11744196	19
S1-218419423	S3-465729927	20
S1-141031026	S3-578443771	1
S1-141031026	S2-249176440	2
S1-141031026	S3-193279748	3
S1-141031026	S3-634661965	4
S1-141031026	S2-48616253	5
S1-141031026	S3-844454033	6
S1-141031026	S3-285636653	7
S1-141031026	S2-878225586	8
S1-141031026	S2-588092176	9
S1-141031026	S3-764483784	10
S1-141031026	S3-873831198	11
S1-141031026	S3-434456635	12
S1-141031026	S2-60642139	13
S1-141031026	S2-753042071	14
S1-141031026	S2-587451826	15
S1-141031026	S3-517893826	16
S1-141031026	S2-656727968	17
S1-141031026	S2-337427806	18
S1-141031026	S2-953915782	19
S1-141031026	S3-677550367	20
S1-852775221	S2-435123543	1
S1-852775221	S3-322974564	2
S1-852775221	S2-520998109	3
S1-852775221	S3-383485485	4
S1-852775221	S2-785635403	5
S1-852775221	S3-947293839	6
S1-852775221	S3-167970791	7
S1-852775221	S3-465926031	8
S1-852775221	S2-832532491	9
S1-852775221	S3-48274283	10
S1-852775221	S2-298718633	11
S1-852775221	S3-279643256	12
S1-852775221	S3-384338582	13
S1-852775221	S3-117082775	14
S1-852775221	S3-214681847	15
S1-852775221	S2-917321532	16
S1-852775221	S2-127838273	17
S1-852775221	S3-780936555	18
S1-852775221	S2-608017265	19
S1-852775221	S3-656700332	20
S1-950028092	S2-982852990	1
S1-950028092	S3-106559042	2
S1-950028092	S3-709647846	3
S1-950028092	S2-590745600	4
S1-950028092	S3-188402099	5
S1-950028092	S2-774691981	6
S1-950028092	S2-937467872	7
S1-950028092	S3-585896934	8
S1-950028092	S3-614927239	9
S1-950028092	S3-406384453	10
S1-950028092	S3-180252488	11
S1-950028092	S2-546254273	12
S1-950028092	S3-531554484	13
S1-950028092	S2-876416873	14
S1-950028092	S2-304073044	15
S1-950028092	S3-997522896	16
S1-950028092	S3-747147102	17
S1-950028092	S2-418870256	18
S1-950028092	S3-750229886	19
S1-950028092	S3-696712603	20
S1-575158793	S3-521128074	1
S1-575158793	S2-905179722	2
S1-575158793	S2-813508887	3
S1-575158793	S2-817449429	4
S1-575158793	S2-305610565	5
S1-575158793	S2-397898152	6
S1-575158793	S2-497554326	7
S1-575158793	S2-298175068	8
S1-575158793	S3-330796128	9
S1-575158793	S2-75321727	10
S1-575158793	S2-889279675	11
S1-575158793	S3-388514867	12
S1-575158793	S2-916738215	13
S1-575158793	S2-941010577	14
S1-575158793	S3-788523889	15
S1-575158793	S3-883578285	16
S1-575158793	S2-543767453	17
S1-575158793	S2-112670773	18
S1-575158793	S2-235506230	19
S1-575158793	S2-885783243	20
S1-927467834	S2-644040359	1
S1-927467834	S3-665669309	2
S1-927467834	S3-609886809	3
S1-927467834	S3-32796626	4
S1-927467834	S2-745926940	5
S1-927467834	S3-132910204	6
S1-927467834	S3-802553172	7
S1-927467834	S2-541647706	8
S1-927467834	S3-76676813	9
S1-927467834	S3-436379217	10
S1-927467834	S3-490153873	11
S1-927467834	S3-230152368	12
S1-927467834	S3-582556067	13
S1-927467834	S3-24254323	14
S1-927467834	S3-130865043	15
S1-927467834	S3-386037703	16
S1-927467834	S2-672089822	17
S1-927467834	S3-651317538	18
S1-927467834	S3-806421980	19
S1-927467834	S3-149323307	20
S1-886467591	S2-495255333	1
S1-886467591	S2-56559503	2
S1-886467591	S3-677398233	3
S1-886467591	S3-697840479	4
S1-886467591	S2-66758768	5
S1-886467591	S2-74283876	6
S1-886467591	S2-116146710	7
S1-886467591	S3-982112048	8
S1-886467591	S2-794853742	9
S1-886467591	S2-289939854	10
S1-886467591	S2-127092464	11
S1-886467591	S3-251585453	12
S1-886467591	S2-759151572	13
S1-886467591	S2-236426950	14
S1-886467591	S3-63608050	15
S1-886467591	S2-520169537	16
S1-886467591	S2-460270882	17
S1-886467591	S2-324634336	18
S1-886467591	S3-292987875	19
S1-886467591	S3-214043633	20
S1-996067774	S2-820726884	1
S1-996067774	S3-434722760	2
S1-996067774	S2-400167494	3
S1-996067774	S2-535523200	4
S1-996067774	S2-535350985	5
S1-996067774	S2-724851235	6
S1-996067774	S2-266364481	7
S1-996067774	S2-620967042	8
S1-996067774	S2-679066223	9
S1-996067774	S2-97894602	10
S1-996067774	S2-868300800	11
S1-996067774	S2-460037545	12
S1-996067774	S2-197703325	13
S1-996067774	S2-867197373	14
S1-996067774	S3-492705813	15
S1-996067774	S2-677153231	16
S1-996067774	S3-296925016	17
S1-996067774	S2-884397412	18
S1-996067774	S2-581277512	19
S1-996067774	S3-444447685	20
S1-677375737	S3-509388758	1
S1-677375737	S2-11019801	2
S1-677375737	S3-81320941	3
S1-677375737	S3-659512578	4
S1-677375737	S2-929965394	5
S1-677375737	S3-861828242	6
S1-677375737	S2-528518145	7
S1-677375737	S2-147192953	8
S1-677375737	S2-81947211	9
S1-677375737	S2-377198156	10
S1-677375737	S3-433011652	11
S1-677375737	S2-333569141	12
S1-677375737	S2-788719879	13
S1-677375737	S2-842767524	14
S1-677375737	S2-269916644	15
S1-677375737	S2-453588980	16
S1-677375737	S3-442771382	17
S1-677375737	S3-61747905	18
S1-677375737	S2-708660582	19
S1-677375737	S2-899749474	20
S1-839147305	S3-804091064	1
S1-839147305	S3-34799181	2
S1-839147305	S3-775700958	3
S1-839147305	S2-740882758	4
S1-839147305	S2-887165055	5
S1-839147305	S2-296441779	6
S1-839147305	S2-214634865	7
S1-839147305	S2-673650843	8
S1-839147305	S2-885873067	9
S1-839147305	S2-905022138	10
S1-839147305	S3-736294342	11
S1-839147305	S2-69086791	12
S1-839147305	S2-230868050	13
S1-839147305	S2-945518331	14
S1-839147305	S2-761435038	15
S1-839147305	S2-445651270	16
